"date","category_grouped","outbreak_subgroup","TOTAL_CASES"
"2020-11-21","1 Congregate Care","LONG-TERM CARE HOME",61
"2020-11-21","1 Congregate Care","RETIREMENT HOME",9
"2020-11-21","2 Congregate Living","CONGREGATE OTHER",5
"2020-11-21","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",6
"2020-11-21","2 Congregate Living","SHELTER",1
"2020-11-21","3 Education","CHILD CARE",2
"2020-11-21","3 Education","SCHOOL - ELEMENTARY",31
"2020-11-21","3 Education","SCHOOL - ELEMENTARY/SECONDARY",2
"2020-11-21","3 Education","SCHOOL - POST-SECONDARY",1
"2020-11-21","3 Education","SCHOOL - SECONDARY",7
"2020-11-21","4 Workplace","RETAIL",4
"2020-11-21","4 Workplace","WORKPLACE - FARM",3
"2020-11-21","4 Workplace","WORKPLACE - FOOD PROCESSING",3
"2020-11-21","4 Workplace","WORKPLACE - OTHER",50
"2020-11-21","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",5
"2020-11-21","5 Recreational","OTHER RECREATION",3
"2020-11-21","5 Recreational","RECREATIONAL FITNESS",5
"2020-11-22","1 Congregate Care","HOSPITAL",14
"2020-11-22","1 Congregate Care","LONG-TERM CARE HOME",55
"2020-11-22","1 Congregate Care","RETIREMENT HOME",13
"2020-11-22","2 Congregate Living","CONGREGATE OTHER",3
"2020-11-22","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",6
"2020-11-22","2 Congregate Living","SHORT-TERM ACCOMMODATIONS",1
"2020-11-22","3 Education","CHILD CARE",1
"2020-11-22","3 Education","SCHOOL - ELEMENTARY",18
"2020-11-22","3 Education","SCHOOL - ELEMENTARY/SECONDARY",4
"2020-11-22","3 Education","SCHOOL - POST-SECONDARY",1
"2020-11-22","3 Education","SCHOOL - SECONDARY",11
"2020-11-22","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-11-22","4 Workplace","RETAIL",10
"2020-11-22","4 Workplace","WORKPLACE - FARM",1
"2020-11-22","4 Workplace","WORKPLACE - FOOD PROCESSING",3
"2020-11-22","4 Workplace","WORKPLACE - OTHER",39
"2020-11-22","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2020-11-22","5 Recreational","RECREATIONAL FITNESS",6
"2020-11-23","1 Congregate Care","HOSPITAL",14
"2020-11-23","1 Congregate Care","LONG-TERM CARE HOME",54
"2020-11-23","1 Congregate Care","RETIREMENT HOME",8
"2020-11-23","2 Congregate Living","CONGREGATE OTHER",7
"2020-11-23","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",3
"2020-11-23","2 Congregate Living","SHELTER",1
"2020-11-23","2 Congregate Living","SHORT-TERM ACCOMMODATIONS",1
"2020-11-23","3 Education","CHILD CARE",3
"2020-11-23","3 Education","SCHOOL - ELEMENTARY",14
"2020-11-23","3 Education","SCHOOL - POST-SECONDARY",1
"2020-11-23","3 Education","SCHOOL - SECONDARY",5
"2020-11-23","4 Workplace","MEDICAL/HEALTH SERVICE",7
"2020-11-23","4 Workplace","RETAIL",12
"2020-11-23","4 Workplace","WORKPLACE - FARM",5
"2020-11-23","4 Workplace","WORKPLACE - FOOD PROCESSING",7
"2020-11-23","4 Workplace","WORKPLACE - OTHER",47
"2020-11-23","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",2
"2020-11-23","5 Recreational","RECREATIONAL FITNESS",6
"2020-11-23","6 Other/Unknown","OTHER",1
"2020-11-24","1 Congregate Care","HOSPITAL",26
"2020-11-24","1 Congregate Care","LONG-TERM CARE HOME",54
"2020-11-24","1 Congregate Care","RETIREMENT HOME",10
"2020-11-24","2 Congregate Living","CONGREGATE OTHER",7
"2020-11-24","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",1
"2020-11-24","2 Congregate Living","SHELTER",1
"2020-11-24","3 Education","CHILD CARE",3
"2020-11-24","3 Education","SCHOOL - ELEMENTARY",18
"2020-11-24","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-11-24","3 Education","SCHOOL - SECONDARY",6
"2020-11-24","4 Workplace","MEDICAL/HEALTH SERVICE",2
"2020-11-24","4 Workplace","RETAIL",10
"2020-11-24","4 Workplace","WORKPLACE - FARM",1
"2020-11-24","4 Workplace","WORKPLACE - FOOD PROCESSING",9
"2020-11-24","4 Workplace","WORKPLACE - OTHER",54
"2020-11-24","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",3
"2020-11-24","5 Recreational","OTHER RECREATION",3
"2020-11-24","5 Recreational","RECREATIONAL FITNESS",9
"2020-11-24","6 Other/Unknown","OTHER",1
"2020-11-24","6 Other/Unknown","UNKNOWN",1
"2020-11-25","1 Congregate Care","HOSPITAL",21
"2020-11-25","1 Congregate Care","LONG-TERM CARE HOME",73
"2020-11-25","1 Congregate Care","RETIREMENT HOME",13
"2020-11-25","2 Congregate Living","CONGREGATE OTHER",9
"2020-11-25","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",7
"2020-11-25","3 Education","CHILD CARE",2
"2020-11-25","3 Education","SCHOOL - ELEMENTARY",15
"2020-11-25","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-11-25","3 Education","SCHOOL - SECONDARY",6
"2020-11-25","4 Workplace","MEDICAL/HEALTH SERVICE",4
"2020-11-25","4 Workplace","RETAIL",13
"2020-11-25","4 Workplace","WORKPLACE - FARM",3
"2020-11-25","4 Workplace","WORKPLACE - FOOD PROCESSING",10
"2020-11-25","4 Workplace","WORKPLACE - OTHER",52
"2020-11-25","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",5
"2020-11-25","5 Recreational","OTHER RECREATION",6
"2020-11-25","5 Recreational","RECREATIONAL FITNESS",4
"2020-11-25","6 Other/Unknown","OTHER",1
"2020-11-26","1 Congregate Care","HOSPITAL",25
"2020-11-26","1 Congregate Care","LONG-TERM CARE HOME",123
"2020-11-26","1 Congregate Care","RETIREMENT HOME",15
"2020-11-26","2 Congregate Living","CONGREGATE OTHER",4
"2020-11-26","2 Congregate Living","CORRECTIONAL FACILITY",1
"2020-11-26","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",11
"2020-11-26","3 Education","CHILD CARE",2
"2020-11-26","3 Education","SCHOOL - ELEMENTARY",17
"2020-11-26","3 Education","SCHOOL - SECONDARY",6
"2020-11-26","4 Workplace","MEDICAL/HEALTH SERVICE",6
"2020-11-26","4 Workplace","RETAIL",7
"2020-11-26","4 Workplace","WORKPLACE - FARM",1
"2020-11-26","4 Workplace","WORKPLACE - FOOD PROCESSING",12
"2020-11-26","4 Workplace","WORKPLACE - OTHER",54
"2020-11-26","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",4
"2020-11-26","5 Recreational","RECREATIONAL FITNESS",4
"2020-11-26","6 Other/Unknown","OTHER",3
"2020-11-27","1 Congregate Care","HOSPITAL",28
"2020-11-27","1 Congregate Care","LONG-TERM CARE HOME",75
"2020-11-27","1 Congregate Care","RETIREMENT HOME",12
"2020-11-27","2 Congregate Living","CONGREGATE OTHER",10
"2020-11-27","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",18
"2020-11-27","2 Congregate Living","SHELTER",1
"2020-11-27","2 Congregate Living","SHORT-TERM ACCOMMODATIONS",1
"2020-11-27","3 Education","SCHOOL - ELEMENTARY",19
"2020-11-27","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-11-27","3 Education","SCHOOL - SECONDARY",7
"2020-11-27","4 Workplace","MEDICAL/HEALTH SERVICE",3
"2020-11-27","4 Workplace","RETAIL",9
"2020-11-27","4 Workplace","WORKPLACE - FARM",1
"2020-11-27","4 Workplace","WORKPLACE - FOOD PROCESSING",10
"2020-11-27","4 Workplace","WORKPLACE - OTHER",51
"2020-11-27","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",8
"2020-11-27","5 Recreational","RECREATIONAL FITNESS",4
"2020-11-27","6 Other/Unknown","OTHER",4
"2020-11-28","1 Congregate Care","HOSPITAL",9
"2020-11-28","1 Congregate Care","LONG-TERM CARE HOME",137
"2020-11-28","1 Congregate Care","RETIREMENT HOME",9
"2020-11-28","2 Congregate Living","CONGREGATE OTHER",5
"2020-11-28","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",6
"2020-11-28","2 Congregate Living","SHORT-TERM ACCOMMODATIONS",1
"2020-11-28","3 Education","CHILD CARE",2
"2020-11-28","3 Education","SCHOOL - ELEMENTARY",30
"2020-11-28","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-11-28","3 Education","SCHOOL - POST-SECONDARY",1
"2020-11-28","3 Education","SCHOOL - SECONDARY",3
"2020-11-28","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-11-28","4 Workplace","RETAIL",13
"2020-11-28","4 Workplace","WORKPLACE - FARM",3
"2020-11-28","4 Workplace","WORKPLACE - FOOD PROCESSING",6
"2020-11-28","4 Workplace","WORKPLACE - OTHER",48
"2020-11-28","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",5
"2020-11-28","5 Recreational","OTHER RECREATION",2
"2020-11-28","5 Recreational","RECREATIONAL FITNESS",2
"2020-11-29","1 Congregate Care","HOSPITAL",16
"2020-11-29","1 Congregate Care","LONG-TERM CARE HOME",41
"2020-11-29","1 Congregate Care","RETIREMENT HOME",24
"2020-11-29","2 Congregate Living","CONGREGATE OTHER",4
"2020-11-29","2 Congregate Living","CORRECTIONAL FACILITY",1
"2020-11-29","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",8
"2020-11-29","2 Congregate Living","SHELTER",1
"2020-11-29","3 Education","CHILD CARE",4
"2020-11-29","3 Education","SCHOOL - ELEMENTARY",26
"2020-11-29","3 Education","SCHOOL - SECONDARY",7
"2020-11-29","4 Workplace","MEDICAL/HEALTH SERVICE",2
"2020-11-29","4 Workplace","RETAIL",8
"2020-11-29","4 Workplace","WORKPLACE - FARM",5
"2020-11-29","4 Workplace","WORKPLACE - FOOD PROCESSING",10
"2020-11-29","4 Workplace","WORKPLACE - OTHER",41
"2020-11-29","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",2
"2020-11-29","5 Recreational","OTHER RECREATION",3
"2020-11-29","5 Recreational","RECREATIONAL FITNESS",1
"2020-11-29","6 Other/Unknown","OTHER",1
"2020-11-30","1 Congregate Care","HOSPITAL",24
"2020-11-30","1 Congregate Care","LONG-TERM CARE HOME",106
"2020-11-30","1 Congregate Care","RETIREMENT HOME",13
"2020-11-30","2 Congregate Living","CONGREGATE OTHER",8
"2020-11-30","2 Congregate Living","CORRECTIONAL FACILITY",1
"2020-11-30","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",6
"2020-11-30","2 Congregate Living","SHELTER",3
"2020-11-30","2 Congregate Living","SHORT-TERM ACCOMMODATIONS",1
"2020-11-30","3 Education","CHILD CARE",8
"2020-11-30","3 Education","SCHOOL - ELEMENTARY",16
"2020-11-30","3 Education","SCHOOL - ELEMENTARY/SECONDARY",3
"2020-11-30","3 Education","SCHOOL - POST-SECONDARY",1
"2020-11-30","3 Education","SCHOOL - SECONDARY",5
"2020-11-30","4 Workplace","MEDICAL/HEALTH SERVICE",5
"2020-11-30","4 Workplace","RETAIL",5
"2020-11-30","4 Workplace","WORKPLACE - FARM",3
"2020-11-30","4 Workplace","WORKPLACE - FOOD PROCESSING",6
"2020-11-30","4 Workplace","WORKPLACE - OTHER",43
"2020-11-30","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",6
"2020-11-30","5 Recreational","OTHER RECREATION",2
"2020-11-30","5 Recreational","RECREATIONAL FITNESS",5
"2020-11-30","6 Other/Unknown","OTHER",1
"2020-12-01","1 Congregate Care","HOSPITAL",25
"2020-12-01","1 Congregate Care","LONG-TERM CARE HOME",99
"2020-12-01","1 Congregate Care","RETIREMENT HOME",5
"2020-12-01","2 Congregate Living","CONGREGATE OTHER",12
"2020-12-01","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",6
"2020-12-01","2 Congregate Living","SHELTER",1
"2020-12-01","3 Education","CHILD CARE",6
"2020-12-01","3 Education","SCHOOL - ELEMENTARY",37
"2020-12-01","3 Education","SCHOOL - ELEMENTARY/SECONDARY",3
"2020-12-01","3 Education","SCHOOL - POST-SECONDARY",1
"2020-12-01","3 Education","SCHOOL - SECONDARY",3
"2020-12-01","4 Workplace","MEDICAL/HEALTH SERVICE",6
"2020-12-01","4 Workplace","RETAIL",6
"2020-12-01","4 Workplace","WORKPLACE - FARM",3
"2020-12-01","4 Workplace","WORKPLACE - FOOD PROCESSING",16
"2020-12-01","4 Workplace","WORKPLACE - OTHER",64
"2020-12-01","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",6
"2020-12-01","5 Recreational","OTHER RECREATION",3
"2020-12-01","5 Recreational","RECREATIONAL FITNESS",1
"2020-12-01","6 Other/Unknown","OTHER",2
"2020-12-02","1 Congregate Care","HOSPITAL",27
"2020-12-02","1 Congregate Care","LONG-TERM CARE HOME",62
"2020-12-02","1 Congregate Care","RETIREMENT HOME",20
"2020-12-02","2 Congregate Living","CONGREGATE OTHER",6
"2020-12-02","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",18
"2020-12-02","3 Education","CHILD CARE",2
"2020-12-02","3 Education","SCHOOL - ELEMENTARY",14
"2020-12-02","3 Education","SCHOOL - POST-SECONDARY",2
"2020-12-02","3 Education","SCHOOL - SECONDARY",11
"2020-12-02","4 Workplace","MEDICAL/HEALTH SERVICE",3
"2020-12-02","4 Workplace","RETAIL",6
"2020-12-02","4 Workplace","WORKPLACE - FARM",3
"2020-12-02","4 Workplace","WORKPLACE - FOOD PROCESSING",14
"2020-12-02","4 Workplace","WORKPLACE - OTHER",40
"2020-12-02","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",7
"2020-12-02","5 Recreational","OTHER RECREATION",6
"2020-12-02","5 Recreational","PERSONAL SERVICE SETTINGS",1
"2020-12-02","5 Recreational","RECREATIONAL FITNESS",2
"2020-12-02","6 Other/Unknown","OTHER",2
"2020-12-03","1 Congregate Care","HOSPITAL",27
"2020-12-03","1 Congregate Care","LONG-TERM CARE HOME",102
"2020-12-03","1 Congregate Care","RETIREMENT HOME",19
"2020-12-03","2 Congregate Living","CONGREGATE OTHER",2
"2020-12-03","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",11
"2020-12-03","3 Education","CHILD CARE",4
"2020-12-03","3 Education","SCHOOL - ELEMENTARY",11
"2020-12-03","3 Education","SCHOOL - ELEMENTARY/SECONDARY",2
"2020-12-03","3 Education","SCHOOL - POST-SECONDARY",1
"2020-12-03","3 Education","SCHOOL - SECONDARY",6
"2020-12-03","4 Workplace","MEDICAL/HEALTH SERVICE",4
"2020-12-03","4 Workplace","RETAIL",7
"2020-12-03","4 Workplace","WORKPLACE - FARM",3
"2020-12-03","4 Workplace","WORKPLACE - FOOD PROCESSING",14
"2020-12-03","4 Workplace","WORKPLACE - OTHER",47
"2020-12-03","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",3
"2020-12-03","5 Recreational","OTHER RECREATION",2
"2020-12-03","6 Other/Unknown","OTHER",3
"2020-12-04","1 Congregate Care","HOSPITAL",23
"2020-12-04","1 Congregate Care","LONG-TERM CARE HOME",64
"2020-12-04","1 Congregate Care","RETIREMENT HOME",15
"2020-12-04","2 Congregate Living","CONGREGATE OTHER",10
"2020-12-04","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",21
"2020-12-04","3 Education","CHILD CARE",2
"2020-12-04","3 Education","SCHOOL - ELEMENTARY",17
"2020-12-04","3 Education","SCHOOL - ELEMENTARY/SECONDARY",4
"2020-12-04","3 Education","SCHOOL - SECONDARY",8
"2020-12-04","4 Workplace","MEDICAL/HEALTH SERVICE",2
"2020-12-04","4 Workplace","RETAIL",4
"2020-12-04","4 Workplace","WORKPLACE - FARM",4
"2020-12-04","4 Workplace","WORKPLACE - FOOD PROCESSING",8
"2020-12-04","4 Workplace","WORKPLACE - OTHER",41
"2020-12-04","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",2
"2020-12-04","5 Recreational","OTHER RECREATION",24
"2020-12-04","6 Other/Unknown","OTHER",5
"2020-12-05","1 Congregate Care","HOSPITAL",32
"2020-12-05","1 Congregate Care","LONG-TERM CARE HOME",103
"2020-12-05","1 Congregate Care","RETIREMENT HOME",15
"2020-12-05","2 Congregate Living","CONGREGATE OTHER",4
"2020-12-05","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",26
"2020-12-05","3 Education","CHILD CARE",2
"2020-12-05","3 Education","SCHOOL - ELEMENTARY",20
"2020-12-05","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-12-05","3 Education","SCHOOL - POST-SECONDARY",1
"2020-12-05","3 Education","SCHOOL - SECONDARY",7
"2020-12-05","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-12-05","4 Workplace","RETAIL",6
"2020-12-05","4 Workplace","WORKPLACE - FARM",6
"2020-12-05","4 Workplace","WORKPLACE - FOOD PROCESSING",16
"2020-12-05","4 Workplace","WORKPLACE - OTHER",49
"2020-12-05","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",5
"2020-12-05","5 Recreational","OTHER RECREATION",5
"2020-12-05","6 Other/Unknown","OTHER",3
"2020-12-06","1 Congregate Care","HOSPITAL",29
"2020-12-06","1 Congregate Care","LONG-TERM CARE HOME",60
"2020-12-06","1 Congregate Care","RETIREMENT HOME",21
"2020-12-06","2 Congregate Living","CONGREGATE OTHER",4
"2020-12-06","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",6
"2020-12-06","2 Congregate Living","SHELTER",1
"2020-12-06","3 Education","CHILD CARE",4
"2020-12-06","3 Education","SCHOOL - ELEMENTARY",12
"2020-12-06","3 Education","SCHOOL - ELEMENTARY/SECONDARY",42
"2020-12-06","3 Education","SCHOOL - SECONDARY",3
"2020-12-06","4 Workplace","RETAIL",7
"2020-12-06","4 Workplace","WORKPLACE - FARM",4
"2020-12-06","4 Workplace","WORKPLACE - FOOD PROCESSING",7
"2020-12-06","4 Workplace","WORKPLACE - OTHER",41
"2020-12-06","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",6
"2020-12-06","5 Recreational","OTHER RECREATION",11
"2020-12-06","5 Recreational","PERSONAL SERVICE SETTINGS",1
"2020-12-06","5 Recreational","RECREATIONAL FITNESS",1
"2020-12-06","6 Other/Unknown","OTHER",3
"2020-12-07","1 Congregate Care","HOSPITAL",30
"2020-12-07","1 Congregate Care","LONG-TERM CARE HOME",75
"2020-12-07","1 Congregate Care","RETIREMENT HOME",23
"2020-12-07","2 Congregate Living","CONGREGATE OTHER",2
"2020-12-07","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",5
"2020-12-07","3 Education","CHILD CARE",8
"2020-12-07","3 Education","SCHOOL - ELEMENTARY",18
"2020-12-07","3 Education","SCHOOL - SECONDARY",2
"2020-12-07","4 Workplace","MEDICAL/HEALTH SERVICE",2
"2020-12-07","4 Workplace","RETAIL",10
"2020-12-07","4 Workplace","WORKPLACE - FARM",4
"2020-12-07","4 Workplace","WORKPLACE - FOOD PROCESSING",9
"2020-12-07","4 Workplace","WORKPLACE - OTHER",27
"2020-12-07","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",2
"2020-12-07","5 Recreational","OTHER RECREATION",8
"2020-12-07","5 Recreational","RECREATIONAL FITNESS",1
"2020-12-07","6 Other/Unknown","OTHER",1
"2020-12-08","1 Congregate Care","HOSPITAL",31
"2020-12-08","1 Congregate Care","LONG-TERM CARE HOME",59
"2020-12-08","1 Congregate Care","RETIREMENT HOME",34
"2020-12-08","2 Congregate Living","CONGREGATE OTHER",9
"2020-12-08","2 Congregate Living","CORRECTIONAL FACILITY",2
"2020-12-08","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",10
"2020-12-08","3 Education","CHILD CARE",7
"2020-12-08","3 Education","SCHOOL - ELEMENTARY",10
"2020-12-08","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-12-08","3 Education","SCHOOL - SECONDARY",9
"2020-12-08","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-12-08","4 Workplace","RETAIL",25
"2020-12-08","4 Workplace","WORKPLACE - FARM",14
"2020-12-08","4 Workplace","WORKPLACE - FOOD PROCESSING",8
"2020-12-08","4 Workplace","WORKPLACE - OTHER",35
"2020-12-08","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",4
"2020-12-08","5 Recreational","OTHER RECREATION",5
"2020-12-08","6 Other/Unknown","OTHER",1
"2020-12-09","1 Congregate Care","HOSPITAL",24
"2020-12-09","1 Congregate Care","LONG-TERM CARE HOME",50
"2020-12-09","1 Congregate Care","RETIREMENT HOME",33
"2020-12-09","2 Congregate Living","CONGREGATE OTHER",10
"2020-12-09","2 Congregate Living","CORRECTIONAL FACILITY",4
"2020-12-09","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",5
"2020-12-09","3 Education","CHILD CARE",3
"2020-12-09","3 Education","SCHOOL - ELEMENTARY",8
"2020-12-09","3 Education","SCHOOL - POST-SECONDARY",1
"2020-12-09","3 Education","SCHOOL - SECONDARY",2
"2020-12-09","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-12-09","4 Workplace","RETAIL",11
"2020-12-09","4 Workplace","WORKPLACE - FARM",2
"2020-12-09","4 Workplace","WORKPLACE - FOOD PROCESSING",15
"2020-12-09","4 Workplace","WORKPLACE - OTHER",33
"2020-12-09","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",4
"2020-12-09","5 Recreational","OTHER RECREATION",19
"2020-12-09","6 Other/Unknown","OTHER",4
"2020-12-10","1 Congregate Care","HOSPITAL",26
"2020-12-10","1 Congregate Care","LONG-TERM CARE HOME",72
"2020-12-10","1 Congregate Care","RETIREMENT HOME",55
"2020-12-10","2 Congregate Living","CONGREGATE OTHER",2
"2020-12-10","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",7
"2020-12-10","3 Education","SCHOOL - ELEMENTARY",9
"2020-12-10","3 Education","SCHOOL - SECONDARY",5
"2020-12-10","4 Workplace","MEDICAL/HEALTH SERVICE",2
"2020-12-10","4 Workplace","RETAIL",17
"2020-12-10","4 Workplace","WORKPLACE - FARM",2
"2020-12-10","4 Workplace","WORKPLACE - FOOD PROCESSING",7
"2020-12-10","4 Workplace","WORKPLACE - OTHER",32
"2020-12-10","5 Recreational","OTHER RECREATION",5
"2020-12-10","5 Recreational","RECREATIONAL FITNESS",4
"2020-12-11","1 Congregate Care","HOSPITAL",28
"2020-12-11","1 Congregate Care","LONG-TERM CARE HOME",104
"2020-12-11","1 Congregate Care","RETIREMENT HOME",29
"2020-12-11","2 Congregate Living","CONGREGATE OTHER",13
"2020-12-11","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",5
"2020-12-11","3 Education","SCHOOL - ELEMENTARY",4
"2020-12-11","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-12-11","3 Education","SCHOOL - POST-SECONDARY",1
"2020-12-11","3 Education","SCHOOL - SECONDARY",3
"2020-12-11","4 Workplace","RETAIL",4
"2020-12-11","4 Workplace","WORKPLACE - FARM",1
"2020-12-11","4 Workplace","WORKPLACE - FOOD PROCESSING",5
"2020-12-11","4 Workplace","WORKPLACE - OTHER",19
"2020-12-11","5 Recreational","OTHER RECREATION",3
"2020-12-11","6 Other/Unknown","OTHER",4
"2020-12-12","1 Congregate Care","HOSPITAL",19
"2020-12-12","1 Congregate Care","LONG-TERM CARE HOME",141
"2020-12-12","1 Congregate Care","RETIREMENT HOME",41
"2020-12-12","2 Congregate Living","CONGREGATE OTHER",2
"2020-12-12","2 Congregate Living","CORRECTIONAL FACILITY",2
"2020-12-12","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",6
"2020-12-12","3 Education","CHILD CARE",1
"2020-12-12","3 Education","SCHOOL - ELEMENTARY",3
"2020-12-12","3 Education","SCHOOL - POST-SECONDARY",1
"2020-12-12","3 Education","SCHOOL - SECONDARY",4
"2020-12-12","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-12-12","4 Workplace","RETAIL",4
"2020-12-12","4 Workplace","WORKPLACE - FOOD PROCESSING",7
"2020-12-12","4 Workplace","WORKPLACE - OTHER",16
"2020-12-12","5 Recreational","OTHER RECREATION",2
"2020-12-12","5 Recreational","RECREATIONAL FITNESS",5
"2020-12-12","6 Other/Unknown","OTHER",2
"2020-12-13","1 Congregate Care","HOSPITAL",18
"2020-12-13","1 Congregate Care","LONG-TERM CARE HOME",84
"2020-12-13","1 Congregate Care","RETIREMENT HOME",47
"2020-12-13","2 Congregate Living","CONGREGATE OTHER",3
"2020-12-13","2 Congregate Living","CORRECTIONAL FACILITY",4
"2020-12-13","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",4
"2020-12-13","3 Education","CHILD CARE",1
"2020-12-13","3 Education","SCHOOL - ELEMENTARY",3
"2020-12-13","3 Education","SCHOOL - POST-SECONDARY",1
"2020-12-13","3 Education","SCHOOL - SECONDARY",2
"2020-12-13","4 Workplace","RETAIL",1
"2020-12-13","4 Workplace","WORKPLACE - FARM",1
"2020-12-13","4 Workplace","WORKPLACE - FOOD PROCESSING",6
"2020-12-13","4 Workplace","WORKPLACE - OTHER",13
"2020-12-13","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2020-12-13","5 Recreational","OTHER RECREATION",1
"2020-12-13","6 Other/Unknown","OTHER",2
"2020-12-14","1 Congregate Care","HOSPITAL",6
"2020-12-14","1 Congregate Care","LONG-TERM CARE HOME",29
"2020-12-14","1 Congregate Care","RETIREMENT HOME",29
"2020-12-14","2 Congregate Living","CONGREGATE OTHER",1
"2020-12-14","2 Congregate Living","CORRECTIONAL FACILITY",2
"2020-12-14","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",1
"2020-12-14","3 Education","SCHOOL - ELEMENTARY",1
"2020-12-14","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-12-14","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-12-14","4 Workplace","WORKPLACE - FARM",2
"2020-12-14","4 Workplace","WORKPLACE - FOOD PROCESSING",7
"2020-12-14","4 Workplace","WORKPLACE - OTHER",10
"2020-12-14","5 Recreational","OTHER RECREATION",1
"2020-12-14","6 Other/Unknown","OTHER",4
"2020-12-15","1 Congregate Care","LONG-TERM CARE HOME",30
"2020-12-15","1 Congregate Care","RETIREMENT HOME",10
"2020-12-15","2 Congregate Living","CONGREGATE OTHER",3
"2020-12-15","4 Workplace","WORKPLACE - FARM",4
"2020-12-15","4 Workplace","WORKPLACE - OTHER",2
"2020-12-15","6 Other/Unknown","OTHER",1

